Number,VcsUrl,JobName,Repo,Link,Inspection_1,Subtype_1,Purpose,IS_CONFLICT?Purpose,2 Label,2 Remarks,3 remarks,Final Label,Final Label notes,Programming Purposes,Mechanism_1,Mechanism_2,IS_CONFLICT?Mechanism,,Programming Mechanisms,Impact (HALT/SKIP/MINIMIZE),magnitude,IS_CONFLICT_Magnitude,Final_magnitude,Programming Magnitude,Remark_1,Purpose_sub,Remark_2,VcsUrl,JobName,Repo,Link,Related statements,From original only,WeightedMiddle,AverageRatio,HighestRatio,LowestRatio,ValidBuildCount,Random,NonZeroBuildCount,MaxNonZeroBuildCountPerMonth,HitRule
8,https://github.com/poldracklab/fmriprep,ds054,poldracklab/fmriprep,ds054,#N/A,Skip docker builds when only documents are modified; Skip docker builds when developers specified to skip the build,"Skip only docs build.
Skip if git log contains certain keyword",0,,,,,,Skip docker builds when only documents are modified; Skip docker builds when developers specified to skip the build,Check git log to find changes/Check git log to find a file indicating that the commit should be skiped,Use git command and check keyword,△,,Check git log to find changes/Check git log to find a file indicating that the commit should be skiped,HALT;HALT,Remaining steps,0,,Remaining steps,,,Check whether build should be skipped. Multiple conditions,https://github.com/poldracklab/fmriprep,ds054,poldracklab/fmriprep,ds054,"if [[ ""$( git log --format='format:%s' -n 1 $CIRCLE_SHA1 | grep -i -E '^docs?(\(\w+\))?:' )"" != """" ]]; then
if [[ ""$( git log --format=oneline -n 1 $CIRCLE_SHA1 | grep -i -E '\[skip[ _]?docs\]' )"" != """" ]]; then",,0.242521305,0.267892227,0.796370187,0.017686922,991,17621708057707158932,1053,65,TRUE
52,https://github.com/poldracklab/fmriprep,ds210,poldracklab/fmriprep,ds210,#N/A,Skip docker builds when only documents are modified; Skip docker builds when developers specified to skip the build,"Skip only docs build.
Skip if git log contains certain keyword",0,,,,,,Skip docker builds when only documents are modified; Skip docker builds when developers specified to skip the build,Check git log to find changes/Check git log to find a file indicating that the commit should be skiped,Use git command and check keyword,△,,Check git log to find changes/Check git log to find a file indicating that the commit should be skiped,HALT;HALT,Remaining steps,0,,Remaining steps,,,Check whether build should be skipped. Multiple conditions,https://github.com/poldracklab/fmriprep,ds210,poldracklab/fmriprep,ds210,"if [[ ""$( git log --format='format:%s' -n 1 $CIRCLE_SHA1 | grep -i -E '^docs?(\(\w+\))?:' )"" != """" ]]; then
if [[ ""$( git log --format=oneline -n 1 $CIRCLE_SHA1 | grep -i -E '\[skip[ _]?docs\]' )"" != """" ]]; then",,0.196740107,0.244651876,0.718906271,0.008158536,965,13704179625075083489,1026,66,TRUE
127,https://github.com/poldracklab/fmriprep,test_pytest,poldracklab/fmriprep,test_pytest,#N/A,Skip docker builds when only documents are modified; Skip docker builds when developers specified to skip the build,"Skip only docs build.
Skip if git log contains certain keyword",0,,,,,,Skip docker builds when only documents are modified; Skip docker builds when developers specified to skip the build,Check git log to find changes/Check git log to find a file indicating that the commit should be skiped,Use git command and check keyword,△,,Check git log to find changes/Check git log to find a file indicating that the commit should be skiped,HALT;HALT,Remaining steps,0,,Remaining steps,"There is something special way to skip:
            if [[ ""$( git log --format=oneline -n 1 $CIRCLE_SHA1 | grep -i -E '\[skip[ _]?ds054\]' )"" != """" ]]; then
",,Check whether build should be skipped. Multiple conditions,https://github.com/poldracklab/fmriprep,test_pytest,poldracklab/fmriprep,test_pytest,"if [[ ""$( git log --format='format:%s' -n 1 $CIRCLE_SHA1 | grep -i -E '^docs?(\(\w+\))?:' )"" != """" ]]; then
if [[ ""$( git log --format=oneline -n 1 $CIRCLE_SHA1 | grep -i -E '\[skip[ _]?docs\]' )"" != """" ]]; then",,0.106090804,0.262106727,0.842458097,0.014592538,1066,7269053210149050989,1133,71,TRUE
247,https://github.com/PopulateTools/gobierto,bundle_dependencies,PopulateTools/gobierto,bundle_dependencies,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,,,,,,,,,0.213563715,0.293352657,0.646682542,0.106787828,6475,4647962811395554909,6887,529,FALSE
98,https://github.com/PowerDNS/pdns,test-recursor-bulk,PowerDNS/pdns,test-recursor-bulk,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,,,https://github.com/PowerDNS/pdns,test-recursor-bulk,PowerDNS/pdns,test-recursor-bulk,,,0.100286053,0.271471607,0.768721027,0.054969747,2357,10447464638743029607,2507,197,FALSE
224,https://github.com/PowerDNS/pdns,test-recursor-regression,PowerDNS/pdns,test-recursor-regression,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,,,,,,,,,0.167944001,0.345832482,0.996599042,0.053730338,2284,7483194775068507020,2429,185,FALSE
9,https://github.com/qTox/qTox,deps32,qTox/qTox,deps32,#N/A,Skip rebuilds when shell script is not modified; Skip copying dependencies when no dependencies are updated,x,1,Skip building dependencies when build.sh script is not modified; Skip dependency build when dependency file hasn't changed,,,,,Skip building dependencies when build.sh script is not modified; Skip dependency build when dependency file hasn't changed,Check hash of the build file;Check hash of the build file,x,1,Check hash of the build file;Check hash of the build file,Check hash of the build file;Check hash of the build file,SKIP;SKIP;,x,1,Step,Step,https://github.com/qTox/qTox/blob/ef47c00c8d2e9ff97f4d63511f6f8af38528d2ea/.travis/build-windows.sh,cache only,,https://github.com/qTox/qTox,deps32,qTox/qTox,deps32,,,0.025404035,0.080451847,0.642462719,0,1404,17520652404391619714,1492,153,FALSE
69,https://github.com/qTox/qTox,deps64,qTox/qTox,deps64,#N/A,Skip rebuilds when shell script is not modified; Skip copying dependencies when no dependencies are updated,x,1,,,,,,Skip rebuilds when shell script is not modified; Skip copying dependencies when no dependencies are updated,Check hash of the build file;Check hash of the build file,x,1,,Check hash of the build file; Manually check cache,SKIP;SKIP;,x,1,,Partial step,https://github.com/qTox/qTox/blob/ef47c00c8d2e9ff97f4d63511f6f8af38528d2ea/.travis/build-windows.sh,cache only,,https://github.com/qTox/qTox,deps64,qTox/qTox,deps64,,,0.02047349,0.059348545,0.704360377,0,1394,12346746763910923561,1482,153,FALSE
221,https://github.com/raiden-network/raiden,scenario-player-integration-test,raiden-network/raiden,scenario-player-integration-test,#N/A,Skip testing when developers specified to skip the build,Skip when the tag is found.,0,,,,,,Skip when the tag is found.,Check git log to check commit messages,,0,,Check git log to check commit messages,HALT,,0,,remaining steps,Select tests might accelerate test runs,,,,,,,,,0.158331926,0.351922293,0.770288759,0.057484478,1458,7769742821292478550,1550,300,FALSE
120,https://github.com/raiden-network/raiden,smoketest-matrix-development-geth-3.7,raiden-network/raiden,smoketest-matrix-development-geth-3.7,#N/A,Skip testing when developers specified to skip the build,Skip when the tag is found.,△,,,,,,Skip testing when developers specified to skip the build,Check git log to check commit messages,Use Circle CI env var.,1,,Check git log to check commit messages; Use Circle CI env var.,HALT,remaining steps,0,,remaining steps,,,Skip Tag Check,https://github.com/raiden-network/raiden,smoketest-matrix-development-geth-3.7,raiden-network/raiden,smoketest-matrix-development-geth-3.7,source .circleci/conditional_skip.sh,,0.1451524,0.205240365,0.949239354,0.098014857,5279,8035037959135754842,5614,624,FALSE
77,https://github.com/raiden-network/raiden,smoketest-matrix-development-parity-3.7,raiden-network/raiden,smoketest-matrix-development-parity-3.7,#N/A,Skip testing when developers specified to skip the build,Skip when the tag is found.,△,,,,,,Skip testing when developers specified to skip the build,Check git log to check commit messages,Use Circle CI env var.,1,,Check git log to check commit messages; Use Circle CI env var.,HALT,remaining steps,0,,remaining steps,,,Skip Tag Check,https://github.com/raiden-network/raiden,smoketest-matrix-development-parity-3.7,raiden-network/raiden,smoketest-matrix-development-parity-3.7,source .circleci/conditional_skip.sh,,0.111642729,0.181640792,0.933595445,0.096575311,5266,11944134585799783128,5602,626,FALSE
136,https://github.com/raiden-network/raiden,smoketest-matrix-production-geth-3.7,raiden-network/raiden,smoketest-matrix-production-geth-3.7,#N/A,Skip testing when developers specified to skip the build,Skip when the tag is found.,△,,,,,,Skip testing when developers specified to skip the build,Check git log to check commit messages,Use Circle CI env var.,1,,Check git log to check commit messages; Use Circle CI env var.,HALT,remaining steps,0,,remaining steps,,,Skip Tag Check,https://github.com/raiden-network/raiden,smoketest-matrix-production-geth-3.7,raiden-network/raiden,smoketest-matrix-production-geth-3.7,source .circleci/conditional_skip.sh,,0.139472824,0.197715881,0.898971658,0.100258897,5255,6224503343470943164,5589,624,FALSE
212,https://github.com/raiden-network/raiden,smoketest-parity-development-3.7-matrix,raiden-network/raiden,smoketest-parity-development-3.7-matrix,yes,Skip testing when developers specified to skip the build,Skip when the tag is found.,△,,,,,,Skip testing when developers specified to skip the build,Check git log to check commit messages,Use Circle CI env var.,1,,Check git log to check commit messages; Use Circle CI env var.,HALT,remaining steps,0,,remaining steps,,,Skip Tag Check,https://github.com/raiden-network/raiden,smoketest-parity-development-3.7-matrix,raiden-network/raiden,smoketest-parity-development-3.7-matrix,source .circleci/conditional_skip.sh,y,0.639892977,0.598771276,0.807660212,0.170330009,1178,18225523115873776490,1252,216,FALSE
215,https://github.com/raiden-network/raiden,test-3.7-mocked,raiden-network/raiden,test-3.7-mocked,yes,Skip testing when developers specified to skip the build,Skip when the tag is found.,△,,,,,,Skip testing when developers specified to skip the build,Check git log to check commit messages,Use env var.,1,,Check git log to check commit messages; Use Circle CI env var.,HALT,remaining steps,0,,remaining steps,,,Skip Tag Check,https://github.com/raiden-network/raiden,test-3.7-mocked,raiden-network/raiden,test-3.7-mocked,source .circleci/conditional_skip.sh,y,0.66407445,0.640202068,0.700161973,0.4816026,1187,17026939897745910785,1262,235,FALSE
217,https://github.com/raiden-network/raiden,test-integration-matrix-geth-3.7,raiden-network/raiden,test-integration-matrix-geth-3.7,#N/A,Skip testing when developers specified to skip the build,Skip when the tag is found.,0,,,,,,Skip when the tag is found.,Check git log to check commit messages,,0,,Check git log to check commit messages,HALT,Remaining steps,0,,Remaining steps,,,,,,,,,,0.154956179,0.217958487,0.811611976,0.042454435,4282,1370190573402015481,4554,447,FALSE
228,https://github.com/raiden-network/raiden,test-integration-matrix-parity-3.7,raiden-network/raiden,test-integration-matrix-parity-3.7,#N/A,Skip testing when developers specified to skip the build,Skip when the tag is found.,0,,,,,,Skip when the tag is found.,Check git log to check commit messages,,0,,Check git log to check commit messages,HALT,,0,,Remaining steps,,,,,,,,,,0.173793761,0.181308834,0.638294362,0.022879517,4188,6811540072908099181,4454,453,FALSE
172,https://github.com/raiden-network/raiden,test-integration-udp-geth-3.7,raiden-network/raiden,test-integration-udp-geth-3.7,#N/A,Skip testing when developers specified to skip the build,Skip when the tag is found.,△,,,,,,Skip testing when developers specified to skip the build,Check git log to check commit messages,Use env var.,1,,Check git log to check commit messages; Use Circle CI env var.,HALT,remaining steps,0,,remaining steps,,,Skip Tag Check,https://github.com/raiden-network/raiden,test-integration-udp-geth-3.7,raiden-network/raiden,test-integration-udp-geth-3.7,source .circleci/conditional_skip.sh,,0.571375185,0.441924179,0.848727153,0.081707219,996,3079642721030316178,1058,375,TRUE
59,https://github.com/raiden-network/raiden,test-integration-udp-parity-3.7,raiden-network/raiden,test-integration-udp-parity-3.7,#N/A,Skip testing when developers specified to skip the build,Skip when the tag is found.,△,,,,,,Skip testing when developers specified to skip the build,Check git log to check commit messages,Use env var.,1,,Check git log to check commit messages; Use Circle CI env var.,HALT,remaining steps,0,,remaining steps,,,Skip Tag Check,https://github.com/raiden-network/raiden,test-integration-udp-parity-3.7,raiden-network/raiden,test-integration-udp-parity-3.7,source .circleci/conditional_skip.sh,,0.539682128,0.418197058,0.575836967,0.052576553,982,13102768472502341208,1044,389,TRUE
254,https://github.com/rdunlop/unicycling-registration,build,rdunlop/unicycling-registration,build,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,,cache,,,,,,,0.226597468,0.241210795,0.724599547,0.10511961,1359,14609818755943785032,1445,120,FALSE
214,https://github.com/reactioncommerce/reaction,snyk-security,reactioncommerce/reaction,snyk-security,yes,Skip testing for non-PR commits,Skip if the branch is not a PR.,0,,,,,,Skip if the branch is not a PR.,Check PR_number using environment variable and Accessing to Github API,Use env var.,△,,Use Circle CI env var.; Accessing to Github API,SKIP?,step,0,,step,,,Not a PR. Skipping Snyk.,https://github.com/reactioncommerce/reaction,snyk-security,reactioncommerce/reaction,snyk-security,"if [ -z ""${TARGET_BRANCH}"" ] || [  ${TARGET_BRANCH} == ""null"" ]; then",y,0.653701128,0.627622569,0.754281083,0.491162035,3112,17657133567147723267,3310,323,FALSE
90,https://github.com/rsksmart/rskj,mining-tests,rsksmart/rskj,mining-tests,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,,,https://github.com/rsksmart/rskj,mining-tests,rsksmart/rskj,mining-tests,,,0.135129803,0.123711231,0.231017945,0.026338668,1082,11086221070058677243,1150,136,FALSE
174,https://github.com/samvera/hyrax,build-2,samvera/hyrax,build-2,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,cache only,,https://github.com/samvera/hyrax,build-2,samvera/hyrax,build-2,,,0.082527855,0.345584407,0.948192653,0.012924424,2248,2833497783305623990,2390,280,FALSE
243,https://github.com/scalyr/scalyr-agent-2,smoke-monitors-tests,scalyr/scalyr-agent-2,smoke-monitors-tests,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,,cache,,,,,,,0.203783112,0.203876604,0.373204389,0.066855433,1227,12852621975458359756,1305,222,FALSE
246,https://github.com/scalyr/scalyr-agent-2,unittest-35-osx,scalyr/scalyr-agent-2,unittest-35-osx,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,,cache,,,,,,,0.212093091,0.220129225,0.449479733,0.127992998,1170,302539972555322965,1244,244,FALSE
49,https://github.com/SFDO-Tooling/CumulusCI,test_release,SFDO-Tooling/CumulusCI,test_release,#N/A,Skip builds when files of non-PR commits on non-master branch are changed;,Only run on master or PR,△,,,,,"Branches are similar. Accel?
Because looks like they can run on other branches but do not, for save resource?",Only run on master or PR,Check PR_number and branch name using environment variable; ,Use Circle CI env var.,0,,Check PR_number and branch name using Circle CI environment variable; ,HALT,Remaining steps,0,,Remaining steps,,,Skip unless master or PR build,https://github.com/SFDO-Tooling/CumulusCI,test_release,SFDO-Tooling/CumulusCI,test_release,"if [ ""$CIRCLE_BRANCH"" != ""master"" ] && [ -z ""$CIRCLE_PULL_REQUEST"" ]; then",,0.256138479,0.238805704,0.314337271,0.108297048,3399,13780469803278786882,3615,323,TRUE
230,https://github.com/SimpleITK/SimpleITK,build-and-test,SimpleITK/SimpleITK,build-and-test,#N/A,x,external ccache?,1,Speed up compilation by ccache,,,,,Speed up compilation by ccache,x,Use external cache,1,Ccache,Ccache,x,Partial step,1,Partial step,Partial step,,,,,,,,CCache initialization,,0.182198427,0.245425716,1.06454744,0.06344667,1855,14874702216197757284,1972,134,FALSE
206,https://github.com/spotify/scio,build_scalafix_rules_212,spotify/scio,build_scalafix_rules_212,yes,Skip builds for non-specified branch,Only run on certain branch,0,,,,x,Non-acceleration?,x,Check branch name using environment variable; ,Use env var.,0,,x,SKIP,step,0,,x,,,,https://github.com/spotify/scio,build_scalafix_rules_212,spotify/scio,build_scalafix_rules_212,"if [ ""$CIRCLE_BRANCH"" == ""beam-master"" ]; then ./scripts/circleci_snapshot.sh; fi",y,0.238685619,0.326315954,0.66906708,0.17315383,2772,18178356154012339560,2948,281,FALSE
251,https://github.com/square/okhttp,testjdk8alpn,square/okhttp,testjdk8alpn,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,,cache,,,,,,,0.223083572,0.408530426,0.784298718,0.143288638,1400,10408959209752445772,1488,359,FALSE
170,https://github.com/testcontainers/testcontainers-java,core,testcontainers/testcontainers-java,core,#N/A,x,?,?,x,,,,,x,x,,,x,x,,,,x,x,,,,https://github.com/testcontainers/testcontainers-java,core,testcontainers/testcontainers-java,core,,,0.095174071,0.099084696,0.197870887,0.048739097,4876,3175459428202931135,5186,564,FALSE
40,https://github.com/testcontainers/testcontainers-java,modules-jdbc-test,testcontainers/testcontainers-java,modules-jdbc-test,#N/A,x,?,?,,,,,,x,x,,,,x,,,,,x,Gradle testcontainers is suspecious,,./gradlew jdbc-test:check --scan,https://github.com/testcontainers/testcontainers-java,modules-jdbc-test,testcontainers/testcontainers-java,modules-jdbc-test,,,0.069614602,0.112452387,0.815380963,0,4986,14645744632396427372,5304,579,FALSE
227,https://github.com/testcontainers/testcontainers-java,modules-no-jdbc-test-no-selenium,testcontainers/testcontainers-java,modules-no-jdbc-test-no-selenium,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,,,,,,,,,0.173455589,0.278365082,0.800336487,0.089715992,4381,2090035679217503606,4659,507,FALSE
74,https://github.com/testcontainers/testcontainers-java,okhttp,testcontainers/testcontainers-java,okhttp,#N/A,x,?,?,,,,,,x,x,,,,x,,,,,x,,,,https://github.com/testcontainers/testcontainers-java,okhttp,testcontainers/testcontainers-java,okhttp,,,0.044273577,0.058070606,0.14501992,0.008129329,1106,12043169833407911463,1175,271,FALSE
108,https://github.com/testcontainers/testcontainers-java,selenium,testcontainers/testcontainers-java,selenium,#N/A,x,?,?,,,,,,x,x,,,,x,,,,,x,,,,https://github.com/testcontainers/testcontainers-java,selenium,testcontainers/testcontainers-java,selenium,,,0.098581346,0.10754281,0.18870461,0,5057,9396669917921326384,5378,589,FALSE
256,https://github.com/tikv/tikv,test,tikv/tikv,test,#N/A,Skip full setup for non-master,Only run on master branch,△,Skip a command tar if the branch is master,,,,Discuss whether to merge to this category,Skip a command tar if the branch is master,Check environment variable,Check Circle CI env var.,0,,Check Circle CI env var.,,Step,0,step,step,,,,,,,,"if [[ ""${CIRCLE_BRANCH}"" == ""master"" ]]; then",,0.230508925,0.327407263,0.63204645,0.151541567,2462,9817382078031585847,2618,704,FALSE
15,https://github.com/vanilla/vanilla,chromatic_test,vanilla/vanilla,chromatic_test,no,x,Skip if no chromatic code etected,1,,,,x,,x,x,Use custom env var.,1,,x,,Remaining steps,1,,x,There is halt but i dont know how to work it,,Conditionally perform Chromatic test,https://github.com/vanilla/vanilla,chromatic_test,vanilla/vanilla,chromatic_test,"if [ -z ""$CHROMATIC_APP_CODE"" ]; then",,0.72918857,0.606890329,0.825346034,0.118089145,2588,16884849465783975953,2752,477,TRUE
141,https://github.com/vertexproject/synapse,osx37,vertexproject/synapse,osx37,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,circleci tests,,https://github.com/vertexproject/synapse,osx37,vertexproject/synapse,osx37,,,0.702127854,0.602401533,0.868555189,0.248049126,1464,5711805805548562945,1556,242,TRUE
167,https://github.com/vertexproject/synapse,python37,vertexproject/synapse,python37,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,circleci tests,,https://github.com/vertexproject/synapse,python37,vertexproject/synapse,python37,,,0.567222334,0.518046613,0.925162183,0.096259508,5781,3351413835815596692,6149,441,TRUE
178,https://github.com/vertexproject/synapse,python37_replay,vertexproject/synapse,python37_replay,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,circleci tests,,https://github.com/vertexproject/synapse,python37_replay,vertexproject/synapse,python37_replay,,,0.545433184,0.478907421,0.842461886,0.211884375,1108,2329358068486256880,1177,246,TRUE
68,https://github.com/wordpress-mobile/WordPress-Android,gutenberg-bundle-build,wordpress-mobile/WordPress-Android,gutenberg-bundle-build,#N/A,Skip creating cache when cache has been already made,Skip if the cache to build already exists,0,,,,,,Skip if the cache to build already exists,Checking a cache file using f option,Bash -f condition.,△,,Checking a cache file using bash -f option,HALT,Remaining steps,0,,Remaining steps,,circleci-agent step halt is for git failure,Abort If JS Bundle Exists,https://github.com/wordpress-mobile/WordPress-Android,gutenberg-bundle-build,wordpress-mobile/WordPress-Android,gutenberg-bundle-build,"if [ -f ""libs/gutenberg-mobile/gutenberg/packages/react-native-bridge/android/build/assets/index.android.bundle"" ]; then",,0.210362039,0.29108845,0.726922742,0.083152177,4919,12378410908787624452,5232,798,TRUE
93,https://github.com/wordpress-mobile/WordPress-Android,Installable Build,wordpress-mobile/WordPress-Android,Installable Build,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,circleci-agent step halt is for git failure,,https://github.com/wordpress-mobile/WordPress-Android,Installable Build,wordpress-mobile/WordPress-Android,Installable Build,,,0.627458939,0.624013642,0.732722845,0.497222771,7590,10657903775604713139,8073,695,TRUE
128,https://github.com/wordpress-mobile/WordPress-Android,lint,wordpress-mobile/WordPress-Android,lint,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,circleci-agent step halt is for git failure,,https://github.com/wordpress-mobile/WordPress-Android,lint,wordpress-mobile/WordPress-Android,lint,,,0.741340103,0.721389133,0.966363058,0.290702234,9520,7247266467763104437,10127,586,TRUE
153,https://github.com/wordpress-mobile/WordPress-Android,strings-check,wordpress-mobile/WordPress-Android,strings-check,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,circleci-agent step halt is for git failure,,https://github.com/wordpress-mobile/WordPress-Android,strings-check,wordpress-mobile/WordPress-Android,strings-check,,,0.662213155,0.628935473,0.876180621,0.06006349,11244,4907052989258680440,11960,766,TRUE
11,https://github.com/wordpress-mobile/WordPress-Android,test,wordpress-mobile/WordPress-Android,test,no,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,"          if git cat-file -e ""$CIRCLE_SHA1""; then
is error handling",,,https://github.com/wordpress-mobile/WordPress-Android,test,wordpress-mobile/WordPress-Android,test,,,0.743952894,0.721018037,0.939673427,0.357222434,10643,17181009284197655882,11322,642,TRUE
138,https://github.com/wordpress-mobile/WordPress-Android,WordPressUtils Connected Tests,wordpress-mobile/WordPress-Android,WordPressUtils Connected Tests,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,"          if git cat-file -e ""$CIRCLE_SHA1""; then
is error handling",circleci-agent step halt is for git failure,,https://github.com/wordpress-mobile/WordPress-Android,WordPressUtils Connected Tests,wordpress-mobile/WordPress-Android,WordPressUtils Connected Tests,,,0.735738229,0.731282814,0.829609995,0.621777589,4661,5955107334725313866,4957,671,TRUE
123,https://github.com/wordpress-mobile/WordPress-iOS,Build Tests,wordpress-mobile/WordPress-iOS,Build Tests,#N/A,Skip install when two lock files are the same,Skip if envvar specified.,1,Skip if specific type of content in the repository is matched; Skip when pod file is not changed,,,,,Skip if specific type of content in the repository is matched; Skip when pod file is not changed,Compare two files using diff command,Use custom env var.,1,Check the content of pod file,Check the content of pod file,SKIP,Step,0,Step,Step,"        command: ""cd \"".\""\n\nif [ \""$SKIP_POD_INSTALL\"" = true ]; then\n  echo \""Skipping pod install ...\""\nelse\n  # Get the shasum of Podfile.lock before installing pods\n  LOCKFILE_SHASUM=$(shasum Podfile.lock)\n\n  # Install pods\n  set +e\n  bundle exec pod install\n  result=$?  \n  set -e\n  if [ $result -ne 0 ]; then\n    # Clean the repo trunk\n    bundle exec pod repo remove trunk\n\n    # Retry install\n    bundle exec pod install\n  fi\n\n  # Check that Podfile.lock was unchanged by pod install\n  function lockfile_error () {\n    echo \""Podfile.lock was changed by 'pod install'. Please run 'pod install' and try again.\""\n  }\n  trap lockfile_error ERR\n\n  echo\n  echo \""Checking that Podfile.lock was not modified by 'pod install'\""\n  echo \""${LOCKFILE_SHASUM}\"" | shasum -c > /dev/null\nfi\n""
",,Pod Install (if needed),https://github.com/wordpress-mobile/WordPress-iOS,Build Tests,wordpress-mobile/WordPress-iOS,Build Tests,"if [ ""$SKIP_POD_INSTALL"" = true ]; then",,0.411717925,0.402134975,0.724380406,0.1857176,6114,7505425118026014595,6504,570,TRUE
126,https://github.com/wordpress-mobile/WordPress-iOS,Unit Tests,wordpress-mobile/WordPress-iOS,Unit Tests,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,circleci-agent step halt is for git failure,,https://github.com/wordpress-mobile/WordPress-iOS,Unit Tests,wordpress-mobile/WordPress-iOS,Unit Tests,,,0.546106228,0.553757161,0.757729177,0.376364394,5461,7338280221327727630,5809,444,TRUE
